review,review_date,review_star
Nice product very useful Thanks  ,27 Jun 2025,5
Very useful for kids like it👍🏻 ,31 Mar 2025,4
सोचेको भन्दा राम्रो रहेछ सामान ,2 weeks ago,5
good 👍 product in low price ,14 Jan 2025,5
malai ekdam man pareki saman ,30 Jun 2025,5
very nice product love you  ,01 Feb 2026,5
battery chai sakeko raixa ,10 Dec 2025,5
ramro x malai t man paryo ,11 Jun 2025,5
Very useful nice 👍 one ,07 Dec 2024,5
Very convenient to use ,31 Aug 2025,5
best found till date ,22 Jul 2025,5
धेरै राम्रो छ सामान ,19 Jan 2026,5
akdam ramro lagyo  ,27 Mar 2025,5
👍🏻👍🏻👍🏻 Good ,18 Aug 2025,5
It was nice 🙏🏻 ,04 Jul 2025,5
Very useful tool ,21 Jul 2025,5
good product 👍 ,14 Jun 2025,5
राम्रो छ सामन  ,22 May 2025,5
very happy 😁 ,10 Jul 2025,5
nice n useful ,23 Sep 2025,4
very useful  ,07 Jun 2025,5
I like it 👍 ,23 Jan 2026,5
good product ,21 Jun 2025,5
yo thik cha ,12 Nov 2024,5
ramro xa ❤️ ,01 Aug 2025,5
Yo thik xa ,24 Nov 2024,5
awesome 👍 ,18 Jul 2025,5
not bad ,17 Aug 2025,5
yo thik cha ,12 Nov 2024,5
ramro xa ❤️ ,01 Aug 2025,5
Yo thik xa ,24 Nov 2024,5
awesome 👍 ,18 Jul 2025,5
not bad ,17 Aug 2025,5
yo thik cha ,12 Nov 2024,5
ramro xa ❤️ ,01 Aug 2025,5
Yo thik xa ,24 Nov 2024,5
awesome 👍 ,18 Jul 2025,5
not bad ,17 Aug 2025,5
cute ,2 weeks ago,5
good ,10 Nov 2025,5
plastic tip. I was expecting silicon.  ,28 Dec 2024,3
battery was damage ,29 May 2025,3
Nice product ,13 Jul 2025,3
light not  work  how it show in picture  it's not like that not satisfied 😔 with the products. I suggest don't buy. ,28 Aug 2025,1
2 din am light balna chhodyo.  ,04 Aug 2025,1
Had to get three. Good for the price. Like it,4 weeks ago,5
"packing is good it best 
in any thing....",15 Jan 2026,5
clean and best packing thankyou so much,31 Jan 2026,5
Received in time good quality,17 Nov 2025,5
ramro chha ma sadhai use gariraxu weight loss journey ma,28 Dec 2025,5
Had to get three. Good for the price. Like it,4 weeks ago,5
"packing is good it best 
in any thing....",15 Jan 2026,5
clean and best packing thankyou so much,31 Jan 2026,5
Received in time good quality,17 Nov 2025,5
ramro chha ma sadhai use gariraxu weight loss journey ma,28 Dec 2025,5
"Looks good. Have not used yet, though. Should be good.  ",26 Jan 2026,4
"Love the taste, this is my second purchase!  ",2 weeks ago,5
थिक छ हेर्दा त अब खाएसि क्वालिटि था होला ,09 Dec 2025,5
It was clean and the quality was good❤️ ,2 weeks ago,5
"My favorite 
Quinoa and bishwas ",02 Jan 2026,5
Love it .. ,4 weeks ago,5
gOOd ,13 Jun 2025,5
Good one ,3 weeks ago,4
थिक छ  ,12 Jan 2026,5
Quinoa was old and had insects. It would be good if the seller atleast make sure the quality before delivery. ,11 Nov 2025,1
"loved it 
non greasy, absorbs and moisturizes well
thankyou 👍🏽",30 Apr 2025,5
ramro xa good excellent,5 hours ago,5
After 3 days paxi Saman delivery vayo Tara kei xoina expections v/s reality same paye 😇 maile use Pani garirako xu mero face oily xa Tara ekdam suit gareko xa plus smell mitho xa Tara Ali Kada scent xa overall packaging haru sabai ekdam good xa 👍👍💞💞,18 Dec 2025,5
Ekdam ramro xa. Mero skin pores haru dherai minimise gareko jasto lagdaixa.,17 Dec 2025,5
"aru ta sabaii ramroo cha
Tara Ali smell maan parena.",11 Apr 2025,5
"aru ta sabaii ramroo cha
Tara Ali smell maan parena. ",11 Apr 2025,5
Xi basnai namitho 🥹🥹💸money waist xi  ,24 Nov 2025,5
ramro x tar smell vayena 😊😊 ,29 Nov 2025,5
So good product  ,21 Jul 2025,5
Smells so gooddd ,22 Dec 2025,5
"aru ta sabaii ramroo cha
Tara Ali smell maan parena. ",11 Apr 2025,5
Xi basnai namitho 🥹🥹💸money waist xi  ,24 Nov 2025,5
ramro x tar smell vayena 😊😊 ,29 Nov 2025,5
So good product  ,21 Jul 2025,5
Smells so gooddd ,22 Dec 2025,5
wow ,31 Aug 2025,5
very nice ,23 Sep 2025,5
worth it ,14 Oct 2025,5
Not much hydrate and thorai whitening dher basne  ,26 Dec 2025,3
"The packaging was worse ever I have seen for liquid items! as well as the taste was okay however its very soft in sour,  which was created dought ! as well as the mother quantity seems not much..
will make a review after finishing these two bottles whether I should go for re order or go with another brand. I have been using Apple Cider for a long time, and this is my one another brand after, juas,Baidanath.. ..etc",18 Sep 2024,4
I like it ☺️☺️,24 Sep 2024,5
good product.  I have been buying it regularly. this is my 5th order. don't ask me to review everytime. it is ridiculous to rate you everytime.,02 Sep 2024,4
Product is good and several repeat orders been made. Supplier is slow in packing and handing to the delivery partner.,08 Jul 2024,4
it's good & delivery also before time whts they mention !,05 Jul 2024,5
"The packaging was worse ever I have seen for liquid items! as well as the taste was okay however its very soft in sour,  which was created dought ! as well as the mother quantity seems not much..
will make a review after finishing these two bottles whether I should go for re order or go with another brand. I have been using Apple Cider for a long time, and this is my one another brand after, juas,Baidanath.. ..etc",18 Sep 2024,4
I like it ☺️☺️,24 Sep 2024,5
good product.  I have been buying it regularly. this is my 5th order. don't ask me to review everytime. it is ridiculous to rate you everytime.,02 Sep 2024,4
Product is good and several repeat orders been made. Supplier is slow in packing and handing to the delivery partner.,08 Jul 2024,4
it's good & delivery also before time whts they mention !,05 Jul 2024,5
I just loved this product ❤️ ,23 Aug 2024,5
good item..  ,29 Aug 2024,5
nice ,08 Aug 2024,5
"❤️राम्रो छ, ",29 Jul 2024,5
राम्राे ।,09 Jul 2024,4
tesro choti ko order ho mero ekdam ramro xa  ,07 Feb 2025,5
Good ,07 Oct 2024,5
I love it ,07 Nov 2024,5
Received expired date ,18 May 2024,1
not good this item,02 Aug 2023,5
Not good. The fermentation is not completed. It smells and tastes like rubbing alcohol. Very bad. Wasted money. Don’t buy.  ,18 Jun 2025,1
There was no mother.  tastes like wine and not as cider vinegar. ,05 Aug 2024,2
"According to the price, I think it is a really good product. and also it supports fast charging along with six months of warranty. what else do you need?",21 Dec 2025,5
1600 ma 20000mAh paiyo k review dinu 🥱 jati din chalxa chalxa,19 Oct 2025,5
सुरुमा हेर्दा सामान नयाँ जस्तै छ। ८८% चार्ज रहेछ। तीनवटा पोर्ट छ। टाइप सी पनि छ। चलाउँदै जाम अनि मात्र थाहा हुन्छ। यसले ब्याकअप कतिसम्म दिँदो रहेछ। ओभरअल सामान हेर्दा भ्यालु फर मनी छ।,22 Jul 2025,5
this is the one of the most beautiful products I ever get thanks Daraz ☺️ for this amazing product,18 Jan 2026,5
"Very useful power bank! I’ve been using it for almost a month, and it’s totally worth it. Charges fast, and if your phone already has decent battery backup, this can easily handle long trips. Minimalistic design and overall a solid 10/10.",04 Nov 2025,5
"According to the price, I think it is a really good product. and also it supports fast charging along with six months of warranty. what else do you need?",21 Dec 2025,5
1600 ma 20000mAh paiyo k review dinu 🥱 jati din chalxa chalxa,19 Oct 2025,5
सुरुमा हेर्दा सामान नयाँ जस्तै छ। ८८% चार्ज रहेछ। तीनवटा पोर्ट छ। टाइप सी पनि छ। चलाउँदै जाम अनि मात्र थाहा हुन्छ। यसले ब्याकअप कतिसम्म दिँदो रहेछ। ओभरअल सामान हेर्दा भ्यालु फर मनी छ।,22 Jul 2025,5
this is the one of the most beautiful products I ever get thanks Daraz ☺️ for this amazing product,18 Jan 2026,5
"Very useful power bank! I’ve been using it for almost a month, and it’s totally worth it. Charges fast, and if your phone already has decent battery backup, this can easily handle long trips. Minimalistic design and overall a solid 10/10.",04 Nov 2025,5
"Very useful power bank! I’ve been using it for almost a month, and it’s totally worth it. Charges fast, and if your phone already has decent battery backup, this can easily handle long trips. Minimalistic design and overall a solid 10/10. ",04 Nov 2025,5
"The product is good in this range , packing was also good and a main thing If you are buying this then you need a good quality cable 
And for fast charging it supports 22.5 watts whereas my mobile supports 33 watts . So, yeah It is not that fast for me but it varies on your mobile.  ",3 weeks ago,4
A good Quality product with affordable price is called Ultima lifestyle. Maile pahile pani ultima ko earbuds use gareko xu ra after sale service pani ramro lageko le maile yo new product purchase gareko. Yesko packaging dekhi liyera built quality eakdam ramro lagyo charge pani fast hudo raixa. I will suggest this product. ,06 Oct 2024,5
"Product not received as mentioned…
Photo showed two type C ports
Product specification has written 2 type c port and 
In reality single type c port ",09 Jul 2025,5
"Excellent packaging, seems and feels premium, delivery was also fast now lets see how it performs 🫡 ",14 Oct 2025,5
सुरूमा 88% थियो मोबाइल फूल चार्ज भएको छैन एक मिनेट मा 1% चार्ज सकिन्छ राम्रो सङ्ग 3 मोबाइल पनि चार्ज न टिक्ला जस्तो छ  ,13 Aug 2025,5
I've been using it since last week and it was really worth buying. I could charge my phone fully multiple times. It's really very good. Recommended to buy. Thank you! ,09 Oct 2025,5
"Mero phone ko 64 charge theyo powerbank ko 79 
aila some minute mero charge 70 vayo powerbank ko 77 
so i think 10000Mah ko ho jasto xa 20k vako va ta 1 percent la mero phone around 6 percent hunu partheyo poisa matra sasto kam ta hawa raixa charge 22.5 chai hoina 15w ko cha haii 7 days paxi herxu ani review dinxu 🥲 ",16 Nov 2024,5
"The product got delivered quicker than expected 
The power bank feels heavy so I think it is good and the quality is good too
It includes a Ultima sticker too ",11 Jul 2025,5
Photo ma dekhako jasto xaina rww phaile ko vanda copy  product xa phaile ko naii better xa ahile ko vanda tww  ,14 Jul 2025,5
Have been using it 2 week jati bhayo hola ! fast charging pani hunxa ! my device is A35. and 2-3 times ko bich ma charge hunxa mero Device. Build Quality pani ramro xa ! 2-4 choti ramrai height bata jhari sako ra pani kai bhako xaina  ,27 Jul 2025,5
"Very Fast delivery. Thank U Daraz as well as Ultima for fastest delivery. Arrived on 1 day after ordering. Overall, everything is best. Fully satisfied Ultima. ",17 Sep 2025,5
packaging dekhe delivery everything is good charge ni bhayeracha aba kei months use garira i will keep further updates about product. ,19 Dec 2024,5
"highly recommended who are searching a quality powerbank in budget. if your phone has the type of fast charge listed in the box then go for it (quick charge 3.0, vooc, warp etc). charging speed is excellent. packaging is great. but if your phone only supports a certain watt of charging speed (like 15 or 18 watt only) it will not charge faster than that your phone should atleast have 25watt of fast charging to enjoy the fast charge supported by powerbank (for those who complain why their's don't charge fast). go for it ❤️ ",07 Oct 2025,5
"delivered within 2 days also its pretty good comes with a ultima sticker,6 month warranty and a charging cable🫶 ",15 Oct 2025,5
"Good quality product, good packaging. Delevery took 6 days , all though the product is good. Let’s see how it goes , ",19 Nov 2024,4
"I recently purchased this power bank, and I'm extremely impressed with its overall performance. The build quality is awesome, and it feels very durable. The delivery time was excellent, arriving promptly as promised. Additionally, the packaging was awesome and kept the power bank secure during transit. I highly recommend this product to everyone. However, please note that it doesn't charge at the advertised 22.5 watts. Based on my experience, it charges my mobile at around 10 to 15 watts. Overall, it's an awesome power bank with fantastic quality and reliability ",14 Nov 2024,4
"छिटो डेलिभरी सेवा, राम्रो प्याकिङ ,
टिकाउ कत्तिको हुन्छ, हेर्न बाँकी छ ।
विज्ञापनमा देखाएको जस्तै प्राप्त भयो ।
धन्यवाद दराज तथा अल्टिमालाई  ",21 Jul 2025,5
nice at this price range. but it looks like cheap and gonna dismantle in near future. so you can buy if you want. its your choice. ,09 Aug 2025,5
"पावर बैंक रिसिभ गरेँ। फोटोमा देखाए जस्तै सामान त आयो अब त्यसको पर्फमेन्स के आउँछ हेर्न बाँकी छ। पावर बैंकमा चार्ज ८७% रहेछ, अहिलेलाई सामान चाहिँ ठिक छ।  ",20 Jul 2025,5
Ultima ko yo product Lida Hunxa Hai sathi haru.! Everything was pack safe and parcel was in good condition to.! ,07 Jan 2025,5
The product is really fantastic as seen before delivery in the daraz app. there is no any difference.the power bank has wild  charging power and it looks sexy black in colour . ,25 Sep 2025,5
"I have got this product, and I look great with manuals and the proper packing, which is  safe. Hope it works well. Thanks, #ultimalifestyle. ",16 Aug 2025,4
Powerbank dami xa sab le leya hunxa price anusar kati tikcha tyotachina Tara resently  use garda ta babal xa.  ,4 weeks ago,5
"finally received the product; very early then the mentioned date; the product looked premium and heavy too. lets see how it performs, thanks daraz n seller; delivery boy is nice  ",28 Oct 2024,5
"16000 mAh ko ho jasto lago malai. Yatiko hunu ramrai ho. 22.5 watt hoina 15-18 watt chahi hola. 
Kinda bekaar kiniyo bhanne hunna. 
Nepali le ,Nepal ma banayeko product hoina. 
Je hos ma khushi chhu.  5 star nai ho ",19 Nov 2024,5
"ramro nai xa package dekhi liyera 
power bank KO size Pani Tara Charing hour chai Ali dherai raixa Tara yetiko range ma over all good nai xa vanam  ",06 Oct 2025,4
11:11 offer maa order cancel vako thyoo feri paxi  try garda  outoff stock vayoo tei ni saman aayaxa khusi laghyoo . Thank You Daraz and Ultima Nepal .  ,17 Nov 2024,5
I just got my product today but I think there is some problem 😕 with the port and while charging powerbank it is not increasing from 86 %  ,18 Aug 2025,5
overall product quality is satisfed . But I found same product in Rs 1799 in daraz 11:11. so how this is happened.  If its actual price was same I had mention there then you have to refund amount which comes in difference between the prices. thank you ,12 Nov 2024,5
thait kabadi product. aajai saman receive garerw charge gareko 1 hr samma 88% dekhi charge nei badeina tw. ty mathi port ni 2ta USB xa xyaa.. Ultima le kahile dekhi yesto ghatiya product nikalnu thalyo ,16 Jul 2025,5
"Charging thikai hunxa , Ramrai charge tikxa , mailey Rs 1850 mah kinney , price anusar ko product Babal lagyo malai . If you are looking for the power bank and your the budget is around 2000 then go for it .  ",08 Jan 2026,5
ramro xa fast charging pani support garxa ra thik thak nai xa weight over all ramro lago price aanusar 20k mah ko powerbank ,09 Dec 2025,5
Ramirai xa … 2500/-   Ma order gariyo ko 2nd din mai 1900/- ma offer ma theyo Tyo price ma pako bhae unbeatable jo huntheyo…. Tara thikai xa overall ramrai layo….. ,5 days ago,5
Saman ekdam ramro xa. worth it. delivery pani on time within a day aipugyo along with tax invoice. ,10 Dec 2025,5
ultima ley packing chai ramro garer pathauni raixa khusi lagyo product n ramro lagyo weight n xa  ,25 Jul 2025,5
power bank is good product I like very it very much performance of power bank is also excellent. ,13 Jul 2025,5
I bought powerbank  for the  first time and got a quality product at a good price.Thank you team ,13 Oct 2025,4
k ho yesto 20000mah bhanera 10000 ko product po aayo ta k ho para yesto? returns garnu parne ho? ,02 Aug 2025,5
The Ultima Boost 20k Pro is amazing. It charges my phone incredibly fast and lasts for days! ,23 Dec 2025,5
"ramro x product tarw ajhai euta usb port thapdeko vaye babal huney , worth it x lida hunx ",25 Nov 2024,5
Hshdjdjdhdhdhdhdjdjdhdhdjdjdjdjdjdjdjdjdjdjdjdjjdjdjdjdjdjdjdjxjxjxjxjxjxjxjxjxjxjxjdjdjf ,28 Oct 2025,5
एकदम झुर सामान पठाएको छ ।बिग्रेको सामान पठाएर  मेरो २०२४;रु झ्वाम।सामान पनि फिर्टा लिएन। ,03 Aug 2025,5
I am very happy with the product.The delivery was quite fast. it supports fast charging. ,19 Sep 2025,5
good One Yesle 3 Tai ports bata charge output garna mildo raixa even type c to c pani  ,17 Oct 2025,5
The product looks nice and the delivery was really fast . let's see how it performs. ,09 Jul 2025,4
"The product is exactly as displayed in the pictures, and the delivery was very quick ",29 Jan 2026,5
went up to 15 W max on samsung s24 ultra. Did not go up to 22.5 W as advertised. ,19 Nov 2024,5
"liyako 5 days mai charge hun xodyo saman khatam raixa khai retune hunxaki nai

 ",22 Nov 2024,5
"Even after 1hour 30 minute of charging, the charge has not reached even 1%.  ",17 Dec 2024,5
Rs2009 payment gare maile bill ma Rs1809  xa malaita thageyo daraz le 😥😥😥 ,15 Nov 2024,5
"product is good but it's too heavy 
pocket maa rakhera katai jana na sakne ",12 Aug 2025,5
after using 15 days it's work properly. i think it is the best product.  ,09 Nov 2025,4
Hshdhdhdhdhdhdhdhdhdheheheheehheheehehdjhdejdjhdjdjdjdjdjdjdjdjdjdjejej ,28 Oct 2025,5
"Packing is good , let’s use it than I can say many more about product ",09 Aug 2025,5
looks solid. will move out to test how mant times cab charhe phone ,27 Sep 2025,5
nice product got it fast thanks ultimate and daraz for this iteam  ,01 Aug 2025,5
धेरै राम्रो छ यो  power bank so good20%ma mobile ful हुन्छ ...... ,3 weeks ago,5
"i previously used 10k, it was very useful, thus reorder this one ",04 Jan 2026,5
Nice. Charges other quickly but takes time itself to be charged ,2 weeks ago,5
"Great power bank! Compact, fast charging, and very reliable🤍 ",22 Aug 2025,5
Looks crazy build quality if very tuff and package is grate ,06 Jan 2026,5
Nice but why wont it charge itself faster its been 4 hours? ,14 Dec 2025,4
"herda ramro xa, heavy xa. aas garu ki kaam pani ramro garos ",15 Nov 2024,5
Would have been better if charging was faster in and out. ,07 Sep 2025,5
really good product and delivery on time thanks 👍...... ,06 Jan 2026,5
It doesn’t charge past 86% even after hours of charging  ,01 Sep 2025,5
"ultima power back is good but data is just a little bad
 ",4 weeks ago,5
basera phone charge garna navyaune lai 1dum best product ,19 Jul 2025,5
The battery percentage displayed is displaced downward  ,11 Nov 2024,4
its a good product working nicely i use it it is best  ,26 Nov 2025,5
Ramro xw. maile chahi sabbailai recommend garxu hai ☺️ ,22 Sep 2025,4
"good , but I'll review it later after using for while  ",15 Aug 2025,4
quality seems authentic and appearance is also best!! ,14 Nov 2024,5
"Kasto na ramro xa tara kam chalauw ko lagi thik xa 
 ",3 weeks ago,4
Eakdam babal quality ❤️ Last man paro 🫶 Thank you s ,07 Oct 2025,5
Awesome product. Helping me alot in everyday usages ,29 Oct 2025,5
why the bill amount and paid amount is different?? ,14 Nov 2024,5
thekai xa but sath ma aaune data cable ghatya xa  ,21 Oct 2025,4
Just got my hands on the product. Its a great buy ,13 Oct 2025,4
thik xa aba use gare paxi tha hunxa 2/4din paxi ,2 weeks ago,5
delivery is fast till now it perfectly working  ,15 Dec 2025,4
this product is very good very fast charging  ,01 Aug 2025,5
Product is good but cable is not given in box ,14 Nov 2024,5
"Good 
For iphone 15 above 
Supports type C 
 ",21 Sep 2025,5
Good ramro xaa  dheri ramro vnaam bhari xa  ,25 Jul 2025,5
good dami  xa . hai la lala lala ramro xa   ,10 Oct 2025,5
Hijo order hanya aja ayo ramro xa product. ,22 Sep 2025,5
Really good quality and super powerful.   ,09 Dec 2025,5
nice it’s very heavyweight i like it❤️👍 ,17 Nov 2024,5
In this prize segment product is waw❤️💕 ,19 Nov 2024,5
best company power bank all over Nepal  ,15 Jan 2026,5
It good but need to carry extra cable  ,29 Sep 2025,4
Its Very nice and works really nice. ,27 Jan 2026,5
good product with reasonable prices  ,22 Jul 2025,5
one of best fast charging power bank ,15 Jan 2026,5
saman eakdam ramro lagyo malai chai  ,17 Nov 2024,5
"Good
Hhahahahdjdicnncjcicnfjfjfjfjf ",12 Dec 2025,5
Best powerbank quality is very good ,30 Jul 2025,5
Very nice product delivery in time ,1 week ago,5
"awesome product
value for money❤️ ",01 Oct 2024,5
"ramro packing 
meet as expected  ",21 Aug 2025,5
Overall it's nice. Recommended.. ,17 Nov 2024,5
babal lagyo battery health ta op ,1 week ago,5
Amazing product bats Power bank ,02 Dec 2024,5
product ramro lagyo. lida hunxa ,25 Nov 2024,5
"Nice,lets see how it works... ",16 Jul 2025,5
Got in in excellent condition ,07 Oct 2025,5
Good power bank useful item ,2 weeks ago,5
"build quality is good 
 ",12 Oct 2025,4
worth the price  . ,19 Aug 2025,5
super satisfied  ,15 Nov 2024,5
Nice Product ,17 Nov 2024,5
perfect 👍 ,12 Oct 2025,5
very nice  ,2 weeks ago,5
nice ,08 Dec 2025,5
"got today, everything good, will use it for some days and give a follow up, charging powerbank takes time and charge deplete quick but other then that its good ",26 Aug 2025,3
plz first of all check your product nicely and only delivered. my power bank right side has not working properly it charge only 5-6 sec and it discharge 1-2 sec and again charge . this process goes on. plz help me what to do ,20 Dec 2025,3
Price anusar ta thickai hola . Yo 20000 mah lekhe pani kam chai 10000mahko jati matra gari ra chha jasto lagchha malai . Iphone 14 ma 30% charge huda backup 100% bata ghatera 84% ma aako chha . Hisab lagau ta Hajur k ho? ,7 days ago,3
"22.5w support vnya xa but charging slow nai xa
2 type-c port vanera lekheko xa description ma but 2 type-a port raixa 
wrong information dinu vayena ni tesari ",31 Aug 2025,3
"Problem mai la tai video ma vabadeyako xu ?
haru kura use garyo paxi tha hunaxa pawar bank body is good 😊 ",25 Oct 2025,3
The delivery is very late.I was waiting for long time . the delivery man should give a plastic bag 🛍️ to keep my items safe and secure 🔐 . ,21 Oct 2025,3
The product I have received has a faulty display where the display of the charge capacity is incomplete. ,20 Jul 2025,3
Iphone ma  charge hudain but android ma chahi hunchha.data cable le iphone ma support gardain. ,02 Feb 2026,3
"Yo suru ma thikai thiyo tara aile aayara awaj aaunu lagyo 
Wire jodeko thau bata. 😖 ",2 weeks ago,3
"dhere fast delivery bhayo AJ Sam KO fast 
aru herda ramro X ab use gare si thah hunx ",13 Oct 2025,3
"I'm really disappointed with this power bank.

I watched lots of videos before purchasing it, but I didn't see any good brand of power bank on Daraz. Since Ultima is one of the popular brands in Nepal, I decided to go with this one. I didn't expect such poor-quality products from Ultima.

It's not even been a month since I started using my power bank, and now it’s not working anymore. Not even a single indicator light is glowing. They claim to offer a 6-month warranty, but when I tried to claim it through the official Ultima website and Daraz, they didn’t respond to my messages.

I’m not sure which brand to recommend for power banks, but I suggest avoiding Ultima power banks.
 ",20 Oct 2024,1
"Yesterday when I received it, the charge was 86%. Even after charging for around 30–45 minutes, it didn’t go up—it’s still showing 86%. Looks like a problem. ",30 Sep 2025,1
Thekai xa ramrai xa tara vaneko jatti chai charge garna nasakne reaixa 0-100 Iphone 15 pro max 2 choti charge gardai ma purai battery drain hudo reaixa ,1 week ago,4
"my best Brand. new model phataunu vayo best works.
deyako details aanusar Kam garcha.

Important 🤔 
malai yasko cover  housing Ali thik lagena.
ramro hola huna chai keii vako xina.
Tara sasto ma thikai ho hai.
 ",12 Aug 2025,5
"it take 25 % of power bank battery to fully charge 5000 mah phone.
all things is good but one port is not working properly.
so 
4 ⭐⭐⭐⭐ ",24 Nov 2024,4
"maile bholi palta nai received gare . 
dekhda Ramro XA . 
Ek choti power bank full charge gare paxi I think yesle 5000mah KO mobile KO battery 3 choti samma full Garxa. ",06 Jan 2026,4
"just got the product after a week of order, the delivery was super late 10/10 unsatisfactory on the delivery time, and also received a call from daraz that will be given a coupon which i didn't receive,,😡😡😡😔, hope the product works good, not like the delivery of the product ",05 Aug 2025,5
I bought this at 1759 on 11:11 offer. Price anusar thikkai ho. Bela bela fast charging (Input/output) garda halka heat bhako bhetye otherwise product get the job done. ,12 Dec 2024,5
ramrai xa full charge garera 3.5 choti mero mobile charge gare 😘💞👌I recommend for all to buy blindly 💞😘💐 ,19 Oct 2024,5
good quality power bank. has 3 output ports to support both fast and slow charging. it is quiet bulky being based on li-ion technology.  ,17 Nov 2025,5
"Everything is great , it's working but I feel like it has capacity less than what it's been labeled!! ",30 Dec 2024,5
perfect power bank in 20k capacity and the seller responded was quick of any query I had regarding the products too ,22 Aug 2025,5
"nice, tara powerbank charge huncha time chai lagcha ekdamai. yo powerbank lai chai kati watt ko charger le charge garnu parcha? any type c le milcha ki esmai aune le garnuparcha? ",14 Nov 2024,5
Brand new product produce hissing sound with over heating around the connecting ports during fast charge. self discontinue fast charge after some time. ,18 Jan 2026,1
jacket ramro xa but M size ko order gareko L size ko ayexa.4inch 2side bata silai hane paxi balla vayo.next time size check garera pathauna hola,3 weeks ago,5
It is not a good product . You can buy better jacket in your surroundings,01 Dec 2025,5
worst product i have ever purchased . fake advertising. showing quality product and selling 3rd grade product,17 Apr 2023,5
Good looking  quality is ok as per price,2 weeks ago,5
good and cool and good for pairing,09 Jan 2026,4
jacket ramro xa but M size ko order gareko L size ko ayexa.4inch 2side bata silai hane paxi balla vayo.next time size check garera pathauna hola,3 weeks ago,5
It is not a good product . You can buy better jacket in your surroundings,01 Dec 2025,5
worst product i have ever purchased . fake advertising. showing quality product and selling 3rd grade product,17 Apr 2023,5
Good looking  quality is ok as per price,2 weeks ago,5
good and cool and good for pairing,09 Jan 2026,4
"Jacket zipper is low quality.
#review_wrapup",14 Dec 2023,3
"Quality is not good 
Photos not same clothes 
You provided same quality which shown in online ",03 Nov 2025,5
hamile saman return gareko kati din vitra affno account ma paisa aaucha... ,28 Nov 2025,5
Quality is poor ,19 Oct 2023,1
M size vanako l size pathaunu vha xa.. ,24 Dec 2025,5
Quality zero  ,18 Jul 2025,5
Low quality  ,13 Nov 2025,5
Thikaii cha ,03 Jan 2026,5
it's good ,21 Jul 2025,5
perfect ,08 Jan 2026,5
not as expected ,11 Aug 2024,5
"ekdam ramro xa dhuka vara lida hunxa 
",11 Jan 2024,5
price anushar quality ramro xa its goood❤,13 Dec 2023,4
nice ali kati thulo vayo change garna milxa ki nai hola,20 Nov 2023,4
"Genuinely , photo ko jasto kehi xaina . Na colour socheko jasto xa na quality.",12 Nov 2023,1
good ❤️,24 Nov 2023,5
It's Good Product ❣️,23 Feb 2023,5
quality thikai cha  ,19 Jan 2025,1
Poor quality  ,13 Jan 2026,1
50/50,24 Nov 2023,1
black color ko kina haldinu vako,26 Dec 2024,5
I thought it was like my old towser which I ordered from Dara’s but it was kinda different but still it’s fine,1 week ago,5
really good quality and great pricing,13 Nov 2025,5
saman dami xa,26 Dec 2024,5
Very good,1 week ago,5
black color ko kina haldinu vako,26 Dec 2024,5
I thought it was like my old towser which I ordered from Dara’s but it was kinda different but still it’s fine,1 week ago,5
really good quality and great pricing,13 Nov 2025,5
