review,review_date,review_star
Product is good but received 2 different sizes and different colors with patterns but ordered plain ones. ,07 May 2025,4
MAlai ta akdam compatibile lageyo ramro xa delivery Pani time mai Ayo sabai lai  Thank you xa 👍👍 ,12 Nov 2025,5
Better fabric than expected. It's smaller for the size so the fit is a bit tight. ,13 Dec 2025,4
Ramro cha but aafai le one tym stitching ma rework gare better huncha .. ,23 Aug 2025,5
"I received product today, it looks like good . thanks for intine... ",14 Oct 2025,5
"I ordered in plain but got in printed.
Although it is awwsome ",24 Nov 2024,5
nice quality but tight nai bhayo arule bhaneko jasto.  ,24 Sep 2025,4
not good picture ma  je dekhako xa tyo saman aaudaina  ,16 Sep 2025,5
The product is same as seen as displayed .Thank you. ,02 Jun 2025,5
Very nice quality in affordable price. Thank you! ,22 Jun 2025,5
yakdam time ma aako X Saman Pani yakdam ramro x  ,28 Oct 2024,5
nice dry fit fabric. multi coloured options  ,10 Nov 2025,5
"nice . अलिक पातलो रैछ।
price अनुसार ठीक छ । ",14 Nov 2025,4
came with बुट्टा but the product is nice. ,18 Feb 2025,5
Small in size but quality is acceptable ,18 Apr 2025,5
low rise vanera leko ta hoina raixa...  ,17 Mar 2025,5
"good quality but send different size 
 ",05 May 2025,4
very good condition and good quality  ,07 Sep 2025,5
So Comfort I bought it a second time. ,31 Aug 2025,5
good and comfortable loved it a lot. ,23 Mar 2025,5
"totally worth to buy .
Nice product  ",25 Feb 2025,5
"dekhako jastai raixa ramro lagayo
 ",04 Jul 2025,5
Quality is good highly recommend. ,21 Nov 2024,5
quality is good and comfortable. ,08 May 2025,5
"worth buying, good delivery guy. ",08 Nov 2024,5
paisa anusar ko thikai ho saman ,18 Jun 2025,5
ramrai xa hai product chai ... ,20 May 2025,5
good quality and comfortable  ,30 Jan 2026,4
"not soo good, सोचे जस्तो छैन  ",10 Jun 2025,5
Good One according to price.. ,07 May 2025,5
size vaneko jasto vayena hai ,10 Jul 2025,5
for 34 size is  bit small.  ,10 Jun 2025,5
good 😊 happy with product  ,04 Jun 2025,5
3 pic of 3 different sizes ,12 May 2025,5
I am satisfy this product ,03 Sep 2025,5
Price According Ramro xa ,2 weeks ago,5
"good item nice love it 
 ",02 Oct 2024,5
good quality I like it  ,28 Oct 2024,5
Nice and good product  ,03 Apr 2025,5
ramro xa good quality ,09 Jun 2025,5
Ekdam Comfortable xa  ,31 Aug 2025,5
Pretty good quality. ,15 May 2025,5
the quality was good 😊 ,08 Sep 2024,5
Very nice quality  ,31 Jan 2025,5
very good product  ,08 Jun 2025,5
good quality ⭐⭐⭐⭐⭐ ,21 Sep 2025,5
super comfortable  ,05 Mar 2025,5
 good quality 👍  ,4 weeks ago,5
nice product.... ,04 Jun 2025,5
Nice product.😊 ,03 Mar 2025,5
nice quality  ,16 Sep 2024,5
Good Quality ,03 Oct 2024,5
nice product ,30 Mar 2025,5
Confortante  ,21 Oct 2024,5
comfortable  ,10 Jul 2025,5
just wow😍😍 ,14 May 2025,5
ramrai xa☺️ ,2 weeks ago,5
worth it 😀 ,16 Apr 2025,5
very nice  ,03 Aug 2025,5
Theekai xa ,04 Nov 2025,5
Very good  ,01 Sep 2025,5
good one.  ,06 Jan 2026,4
Nice 👍 ,30 Mar 2025,4
Good ,05 Mar 2025,5
wooow ,08 Apr 2025,5
👌👌nice ,21 May 2025,5
ok ,31 May 2025,5
nice ,31 Aug 2025,5
quality is good  ,05 Sep 2024,5
good ,31 Jul 2025,5
Ok ,14 Aug 2025,5
nice ,27 Mar 2025,5
Delivery was on time but very low fabric and size also didn't match. Expectation vs reality. upset with yhe product. ,02 Nov 2025,3
,21 Nov 2025,5
,15 Dec 2025,5
Plain order gareko printed aayo.  ,21 May 2025,3
smaller then expected ,5 days ago,3
Good product. ,04 Oct 2025,3
best product ,03 Oct 2025,3
Okay ,11 Aug 2025,3
☺️ ,20 Sep 2024,3
good ,12 Oct 2025,3
Aspected ,25 Sep 2024,3
"31-34 order gareko size sano bhayo, message gareko ko message ko reply ni xaina Kasto service ho asto..

please exchange it as soon as possible!!!! ",14 Nov 2024,1
It says 2XL but it's too tight. May be the product is good but couldn't use for longer period.  ,18 Nov 2025,2
good materials but size too small for 34 size .. ,30 Apr 2025,2
28-29 ko order gareko 32-33 ko aaya xa😡 ,04 Feb 2026,1
"fully satisfied with this seller and helmet, key chain are  also so good🔥🔥",27 Jan 2025,5
looks good according ko price.. weight chai alik light xa overall ramro xa,12 Aug 2024,5
looks ma ramro xa kahai safety Kati ko xa,27 Aug 2024,5
Very nice product. And thank you for the gift kayron.,01 Sep 2024,5
"appearance and look is so good . seller send key chain as a gift its good even more. love this helmet 
perfect helmet at low price. thank you so much",07 Apr 2025,5
"fully satisfied with this seller and helmet, key chain are  also so good🔥🔥",27 Jan 2025,5
looks good according ko price.. weight chai alik light xa overall ramro xa,12 Aug 2024,5
looks ma ramro xa kahai safety Kati ko xa,27 Aug 2024,5
Very nice product. And thank you for the gift kayron.,01 Sep 2024,5
"appearance and look is so good . seller send key chain as a gift its good even more. love this helmet 
perfect helmet at low price. thank you so much",07 Apr 2025,5
"Great for daily commuting with excellent sun protection, good durability, and trusted brand backing. Just remember to switch visors for night rides. ",04 Jul 2025,5
"product was very good but their is some scrach on helmet so i want ro say to daraz to improve about that after all , all things are good and im happy too nice product. ",02 Dec 2024,4
Its good and its quality is good i had brought it in balck Color and thanks for this key chane  ,23 Feb 2025,5
same to same aayo dherai ramro xa I am happy 😊 thanks..sabaile kinda hunxa dherai ramro xa  ,31 Dec 2024,5
thank you for seller 🙏🙏 derai ramro products raheko xa dhannebad hjr lai  ,16 Jan 2025,5
 😀yesto scratch vako nadim hola anyway good product at good price  ,27 Nov 2024,5
photo ma here KO jastai payo dherai dherai dhanyabad sir 💝 ,07 Feb 2025,5
"Photo ma dekhako vanda ramrai raixa, 100% satisfied  ",19 Jul 2025,5
"very nice at this range and i order in matt black
 ",16 Sep 2025,5
"the helmet is damn good 
the padding ni dammi xa  ",17 Nov 2025,5
saman aayo but halka time layo aru thikai xw . ,28 Sep 2025,5
The Helmet is pretty decent.  Value for money. ,09 Jan 2026,4
Helmet quality is good and it weights light ,02 Mar 2025,5
thank you ..3dyas vitra  delivery vayo ... ,10 Dec 2024,5
hshwb swhs sjsbs shs shs sheje she whew w  ,13 Jan 2026,5
Loved it.. thanks for the keychain 🇳🇵♥️ ,12 Nov 2024,5
Good quality and service from the seller. ,04 Feb 2026,5
attractive and nice product as per price ,15 Dec 2024,5
"Everything is good,But Normal Scratch 😴 ",06 May 2025,5
"same to same like products 
paisa asul ",06 Jun 2025,5
product is damm goddd very vey satisfy ,16 May 2025,5
good quality 👍👍👍👍👍 good 👍👍👍 ,01 Jan 2025,5
one of the best products ever💜😻. ,19 Nov 2024,5
product ramro xa kind nda hunxa ,16 Mar 2025,4
Studdds Raider Helmet so good  ,14 Nov 2024,5
"it was good thank you 😊💯 
 ",09 Mar 2025,5
"Genuine quality ❤️
love it ",07 Jun 2025,5
Pretty good as per price!! ,28 Jan 2025,5
product was to good  then expected 😊 ,29 Aug 2024,5
hoo nice helmet sir👍 ,27 Sep 2024,5
"dherai ramro lagyo 
 ",20 Feb 2025,5
its good as of now ,19 Feb 2025,5
osm superb  ,03 Feb 2025,5
love xa la  ,07 Aug 2025,5
nice produc ,21 Dec 2024,5
loved it ,1 week ago,5
Nice. ,01 Dec 2024,5
good ,15 Aug 2024,5
"malie xai babaal lagyo hai helmet 👌
halka discount pako vaye last khusi hunthey ..
tara payena tesma xai dukhi xu ",15 Nov 2024,5
jasto photo ma xa testai aai pugxa but I guess scratches xitai parxa hola...Use garerw pheri yo comment edit garxu ,30 Dec 2025,4
"it's the same just I expected🫡
it's quality is good and comfortable too🤍
I recommend others to buy this product😍
10/10 product✅️ ",26 Mar 2025,5
"Its aerodynamic design gives a awesome looks and
It is shiny and design is perfect . Quality is totally great and it is comfortable to wear . Recommended to buy this product ",15 Mar 2025,5
"paisa anusar product ekdam ramro xa, ani key ring pani ekdam bike milne dinu vayexa bike pni ktm RC thy0 ",10 Nov 2025,5
"lastai ramro xa ❤️❤️ekdam fine product ❤️on time , thanks for special keyring gift ❤️ ",22 Dec 2024,5
price anusar its good but khasai safety xaina and too lite pani overall thikai xa ,13 Aug 2024,5
"THIS WAS MORE THAN I EXPECTED, THANK YOU.I AM SATISFIED. ",17 Oct 2025,5
"u can buy this product, it is value for price product👍 ",01 Jan 2025,5
bbl xa keychain Pani euta damee xa best ❤️‍🩹❤️ ,15 Dec 2024,5
nice product as I ordered loved it thank you ,15 Jul 2025,5
very good quality in such price.thank you ,10 Apr 2025,5
jasto khojeko ustai paiyo thanks love it ,13 Mar 2025,5
light weight and easy to wear ❤️love it ,20 Nov 2024,5
helmet  cahii babal naii lagiyo hair 😊 ,02 Dec 2025,5
"Good according to price ,
you can buy  ",23 Nov 2025,4
Wow sochya ko vanda ni ramro lagyo🥰🔥 ,27 Mar 2025,5
Bad quality worst quality not good  ,28 Sep 2025,1
key ring not available scam only ,20 Jan 2025,5
Awesome product I like it ❤️ ,23 Jan 2025,5
good for this prise section  ,09 Apr 2025,5
price anusar ramro xa saman ,01 Nov 2025,5
it really is very good 😊 ,09 Oct 2024,5
Best at affordable price ,27 Dec 2025,5
awesome product love it  ,04 Feb 2026,5
Verry Good condition 👏  ,08 Dec 2025,5
incredible 😍 dAmmy  ,06 Feb 2025,5
babal xa hai helmet  ,02 Dec 2024,5
its is as expected  ,08 Dec 2024,5
"overall good 💯 
 ",18 Dec 2024,4
ramro lagyo 🤗 ,04 Jan 2025,5
Great Product ,27 Dec 2024,5
Good service  ,04 Sep 2025,5
ramro xa ☺️☺️ ,06 Dec 2024,5
babal xa hai  ,06 Feb 2025,5
best product ,07 Apr 2025,5
thikai xa  ,06 Apr 2025,5
Looks good ,11 Apr 2025,5
"Nice one 
 ",10 Dec 2024,5
Ramro cha  ,01 May 2025,5
ramro xa.  ,17 Jun 2025,5
"Best 
 ",13 Sep 2024,5
nice  ,04 Apr 2025,5
good ,02 Apr 2025,5
Good ,22 Apr 2025,5
nice ,10 Sep 2024,5
Ramro xa  ,13 Mar 2025,5
Happy  ,02 Sep 2024,5
ramro 6 ,02 Sep 2024,4
,24 Jan 2026,3
amazing products Tara 1 suggestion to daraz delivery charge Ra extra charges alik dherai vayo ki . delivery+ shipping garera maximum 100 hunu parne kk charge zodera mahango paryo .,15 Jul 2025,5
sound is also loud enough but battery life is not as written in box,10 Jul 2025,4
it's really good at this price laud sound many more think,16 Sep 2025,5
According to its price sound quality is good.,08 Aug 2025,5
"amazingly cute and helpful, my lil tiny !",15 Nov 2025,4
amazing products Tara 1 suggestion to daraz delivery charge Ra extra charges alik dherai vayo ki . delivery+ shipping garera maximum 100 hunu parne kk charge zodera mahango paryo .,15 Jul 2025,5
sound is also loud enough but battery life is not as written in box,10 Jul 2025,4
it's really good at this price laud sound many more think,16 Sep 2025,5
According to its price sound quality is good.,08 Aug 2025,5
"amazingly cute and helpful, my lil tiny !",15 Nov 2025,4
ramro xa daii sound system ne ramro xa  ,10 Jul 2025,5
Good product according to the price.  ,03 Sep 2025,4
price anusar chita bujdo xa ,18 Jun 2025,5
"good for the price,  ",30 Aug 2025,5
ramro lagyo  ,16 Jan 2026,5
dami xa 🎀 ,02 May 2025,5
Awesome ,19 Dec 2025,5
it's nice for it's price and hope it works for time being. ,26 Sep 2025,3
"The sound quality of the speaker is awesome. Design seems pretty good. Battery back up is also fine. In the cheaper price range, this product satisfies your expectation  ",18 Nov 2025,4
I will recommend everyone whom looking for portable pocket speaker  ,02 Feb 2026,5
"Sounds pretty good for its price and is portable just as it says
",6 days ago,5
overall product is good 👍 but charger nai thiye n ,21 Dec 2025,5
at this price this product is fine and better ,23 Jul 2025,5
"Good product and delivered at time.
Thanks ",24 Jul 2025,5
sound quality is amazing. price worthy  ,21 Jul 2025,5
"I haven't checked....
Inform you layer ",13 Jan 2026,5
"good sound, good speaker exterior. ",28 Jan 2026,5
color packaging Ra sound ramro xa  ,02 Feb 2026,4
ramro xa sound halka sano xa  ,17 Nov 2025,5
delivery boy was mad 😠 😡  ,03 Jul 2025,5
ramrai xa tetiko price ma ,30 Nov 2025,5
sound quality ramro xinaa ,26 Aug 2025,5
It is good in quality! ,4 weeks ago,5
nice product love it. ,03 Nov 2025,4
worth for it's price ,12 Jun 2025,5
nice product 👍 ,14 Jul 2025,5
nice speaker 🔊 ,20 Jul 2025,4
Good for price  ,19 Jul 2025,5
awesome 🎉🎉 ,18 Jan 2026,5
Very great  ,6 days ago,5
Good  sound ,3 weeks ago,5
amazing 👏  ,29 Jun 2025,5
good ,25 Sep 2025,5
Good 👍  ,15 Jul 2025,5
 राम्रै छ ,13 Nov 2025,5
good ,23 Jul 2025,5
Great! ,3 weeks ago,5
nice  ,27 Jan 2026,5
thikai xa ,15 Sep 2025,5
this product was very good and sound is fantastic  ,24 Sep 2025,3
it's little bit smaller  ,06 Dec 2025,3
nice  ,05 Feb 2026,3
"Speaker bigryo kyarkyar garyo vanera naya kineko, bigreko vanda ni khatam quality. ",02 Feb 2026,1
it's cute but sound quality is so poor and disappointing ,20 Sep 2025,1
सानो रैछ साउन्ड पनि त्यत्ती बब्बाल छैन काम चलाउ छ ,19 Nov 2025,2
backup xaina  ,11 Oct 2025,1
nice color and stitching. i recommend getting one size up as the material is not as stretchy as i had expected from the pictures.,24 Jul 2025,5
maile read color magako the Pink color aako xa plz exchange gardinu sabai return ko fom varda Mero mbl Bata photo ni aplode vaira xaina,06 Feb 2026,5
"love the color, perfectly fitting size. soft, light weighted. details same as shown in pic.
mixture of shirt and tshirt with buttons on hand not in front which is nice .",04 Jul 2025,5
Its comfy and good quality! I’m wearing it to my office and everyone liked the material,10 Apr 2025,5
The product was good  👍 I think its worth the price🙂 I didn't regret buying this,27 Mar 2025,5
nice color and stitching. i recommend getting one size up as the material is not as stretchy as i had expected from the pictures.,24 Jul 2025,5
maile read color magako the Pink color aako xa plz exchange gardinu sabai return ko fom varda Mero mbl Bata photo ni aplode vaira xaina,06 Feb 2026,5
"love the color, perfectly fitting size. soft, light weighted. details same as shown in pic.
mixture of shirt and tshirt with buttons on hand not in front which is nice .",04 Jul 2025,5
Its comfy and good quality! I’m wearing it to my office and everyone liked the material,10 Apr 2025,5
The product was good  👍 I think its worth the price🙂 I didn't regret buying this,27 Mar 2025,5
"I ordered purple color
But they send other color 
This color is also nice 
 ",02 Jul 2025,5
quality could be better and it's not the same color as the shown in picture ,02 Aug 2025,4
shirt is nice the quality is decent its pretty overall its really nice❤️ ,11 Mar 2025,4
"Yes, this shirt is very soft and comfortable to wear. Thank you, Daraz! ",26 Jun 2025,5
for me it was Okey Okey type neither too good nor too bad ,20 Mar 2025,5
quality chai ramro raixa socheko jastai paryo 👍😍 ,14 Jun 2025,5
Size 40 ko ali sano vayo size 42 ko painxa ki nai ,24 Aug 2025,5
दाम अनुसारको माल ! ! !  राम्रो छ पैसा अनुसारको ,16 Nov 2025,4
this is my 2nd time purchasing.  nice product. ,29 Apr 2025,5
thikai cha......used it.....found comfortable ,07 Apr 2025,5
It is good according to my expectation. ,04 Apr 2025,5
as shown in the picture. Ramro chha.  ,02 Jun 2025,5
this is my 4th time purchasing . ,29 Apr 2025,5
good quality ,27 Jul 2025,5
very nice ,23 Mar 2025,5
"The cloth which I had ordered was of blue colour which has a tie in it. It is very comfortable to wear and is perfect for summers. The colour was exactly as shown in the image. I liked its quality and softness very much. The price was also reasonable. This dress is perfect for meetings, it gives us a classic look. So I would give this dress 3.5 out of 5
 ",22 Jul 2025,4
The t-shirt size is not standard as shown as I usually wear small sized however it is quite bigger though ordered small sized. Need to alter with extra cost. Material also okay. ,02 Nov 2025,2
"Why was a different item sent to me? If the original item was out of stock, you should have informed me before sending a replacement. ",25 Jun 2025,1
xya socheko jsto xaina raixa k socheko k aayo yesto gatiya Saman pathaideko purai low quality ...weast of money euuuuu ,01 Jul 2025,5
it's a very very good. with this price material is too good n color same as shown.  thanks  daraz! ,14 Apr 2025,5
I liked the colour.It is looks like formal as well as casual too light weight and easy to wash. ,07 Apr 2025,5
"Nice one. The cloth is soft and great for daily use. 
But the color is not same as in picture. ",28 Jun 2025,5
Its really good. i recommended it purchase it. ❤🥰loved the quality of the shirt. ,07 Apr 2025,5
Malai yo green colors Ali ramro lagena color change huncha ra ,14 Jul 2025,5
the shirt is good quality and makes one look professional  ,08 May 2025,5
"Kapda quality halka chitta bujhena,700rs samma thik ho ",18 Mar 2025,5
as expected.  love it 😍.  the color Matches me too. ,19 Mar 2025,5
the quality of cloth n size is perfect I love it 🤩 ,30 Mar 2025,5
Love this tshirt very much....thankx to daraz. ,1 week ago,5
"ramro ta xa, tara kapda allo polne type ko xa ",05 Aug 2025,5
It's good and the fabric but not stretchable ,15 Aug 2025,5
"sarai ramro raixa
tara color chai aarko paro ",08 Apr 2025,5
Shirt ekdam man paryo thank you so much 😍 ,16 Mar 2025,5
"Its amazing, i loved it . Very satisfied  ",11 Mar 2025,5
Liked this a lot perfect for office wear ,04 Aug 2025,5
it's a wow product . Nice formal wear. ,10 Jul 2025,5
the tshirt is nice and quality is good ,03 Apr 2025,5
ramro raixa product garmi ko lagi best ,08 Apr 2025,5
"Thikaixa, soche jasto chaii aayena🫣 ",22 Jul 2025,5
purchased for a friend. she liked it ,29 Apr 2025,5
mero yo size milena abo k garne ho ,02 Jul 2025,5
good but expected it translucent  ,04 Apr 2025,5
According to price it is so nice. ,04 Apr 2025,5
so beautiful and right decision  ,04 Aug 2025,5
size sano bho can be exchange ,07 Aug 2025,5
its good according to price  ,30 Apr 2025,5
wawu very  nice i love it  ,25 Jul 2025,5
Good quality i like it😍 ,11 Feb 2025,5
The quality is very good ,07 Mar 2025,5
i dnn like it's fabric  ,3 weeks ago,5
Good quality ❤️❤️❤️❤️ ,27 Aug 2025,5
Ramro xa sochejastai  ,04 Sep 2025,5
ramro raixa 🥰🥰🥰🥰 ,04 Apr 2025,5
the quality is good. ,11 Mar 2025,5
Thank u it is good  ,17 Apr 2025,5
worst don't buy it ,08 Sep 2025,5
nit good quality  ,10 Aug 2025,5
Good as per price ,17 Mar 2025,5
Quality product. ,14 May 2025,5
Low quality.. ,08 Apr 2025,5
nice loved it ,04 Apr 2025,5
good enough  ,14 Aug 2025,5
I loved it. ,04 Apr 2025,5
very nice🥰 ,22 Jul 2025,5
ramro cha  ,07 Aug 2025,5
just good  ,28 Jul 2025,5
I like it  ,26 Mar 2025,5
it's good  ,14 Apr 2025,5
Thikai x ,05 Mar 2025,5
🤩🤩 nice ,04 Apr 2025,5
Nice ! ,01 May 2025,5
nice ,26 Apr 2025,5
Nice ,26 Sep 2025,5
Nice ,25 Mar 2025,5
nice  ,13 Jun 2025,5
Ramro xa ,18 Nov 2025,4
too small ,21 Jun 2025,5
ok ,07 May 2025,5
quality is not good ..as I expected ,04 Mar 2025,2
quality man parent ,13 Aug 2025,2
Ok ,11 Sep 2025,2
"“I have received this Boroline cream and it is exactly what I expected. The tube is intact, fragrance is the same as always, and it’s very effective for cracked skin.”",05 Oct 2025,5
"it's my second time purchasing it. 
 Dry skin ko lagi ramro Kam garcha.",18 Aug 2025,5
i think i got the fake product it doesn't have hologram sticker.,28 May 2025,5
best thing....by ayurvedic...,06 Jan 2026,5
wow so nice 👍👍🥰👍,01 Jul 2025,5
"“I have received this Boroline cream and it is exactly what I expected. The tube is intact, fragrance is the same as always, and it’s very effective for cracked skin.”",05 Oct 2025,5
"it's my second time purchasing it. 
 Dry skin ko lagi ramro Kam garcha.",18 Aug 2025,5
i think i got the fake product it doesn't have hologram sticker.,28 May 2025,5
best thing....by ayurvedic...,06 Jan 2026,5
wow so nice 👍👍🥰👍,01 Jul 2025,5
"guys i dont think this product is genuine, date pani already expired vako xa. cream pani bahira niskirako xa. date hune thau ma chyateko xa ani arko thau fake lekheko xa tyo pani 2025 november samma ko matra. ‼️ ",18 Nov 2025,1
vary bad as per the notice  they told us if we buy 4 the get one free but I didn't get anything at all ,1 day ago,1
"thankyouuu so much !daraz  I love it , it's so nice...
guys hurry up and grab the product from darazz💕 ",15 Nov 2025,1
My second purchase. Kinda a smelly but you can tolerate that then go for it ,16 May 2025,1
They have mentioned buy four get one free but they just send four .  ,20 Aug 2025,1
received just 4 pcs 1 pcs missing  ,28 Dec 2025,1
Package should have been better.  ,16 May 2025,1
90ml vhanera 75 ml ko patahyo  ,05 Feb 2026,1
Feels like scam it said free gift  for buying 4 and I didn’t get total waste I only needed 1 while I purchased 4 due to offer very disappointed  ,11 Jan 2026,1
Mailey already pay garya ni feri garnu laga yo hawa raixa  ,13 Nov 2025,1
धेरै जनाले राम्रो हुन्छ भनेर लिएको अब कस्तो हुन्छ हेरौ। ,23 Sep 2025,1
Where is my orders item I haven’t reciprocated yet  ,25 Jan 2026,1
Please tell us what needs to be improved.got it ,12 Dec 2025,1
Saman kholera pathako xa ani used ani damaged ,12 Oct 2025,1
"tooo good, will purchasing again n again ",21 Aug 2025,1
nice but not received my free gift  ,28 Sep 2025,1
Best product at reasonable price ,3 weeks ago,1
good product for dry skin  ,2 weeks ago,1
Kei kaam gardaina wastee ,12 Nov 2025,1
Lets see how it works ,14 Aug 2025,1
thekai xa kinda hunxa ,04 Feb 2026,1
the smell is so bad  ,20 May 2025,1
Gift nai payena ,25 Oct 2025,1
Nice 👍 ,24 Nov 2025,1
"“I have received this Boroline cream and it is exactly what I expected. The tube is intact, fragrance is the same as always, and it’s very effective for cracked skin.” ",05 Oct 2025,5
"it's my second time purchasing it. 
 Dry skin ko lagi ramro Kam garcha.  ",18 Aug 2025,5
i think i got the fake product it doesn't have hologram sticker. ,28 May 2025,5
best thing....by ayurvedic... ,06 Jan 2026,5
wow so nice 👍👍🥰👍 ,01 Jul 2025,5
Good product..smells is nice..loves it,20 Nov 2025,5
"Does its said job. Smells nice, too. Consistency is thicker than that of similar products made by Surf Excel, Ariel and Henko for front-loading washers. Great value for money if the price isn’t raised unreasonably after what seems to be an introductory offer. Thanks for the complimentary item!",20 Feb 2025,5
Pahila yeuta magathe ramro lage thiyo Teti bela handwash free aako thiyo yaspali 3 ota magaunda yeuta pani aayana,11 Nov 2025,5
"Everything was packed securely and I was also surprised to receive a few free hand wash mix, lastly everything has a recent manufactured date.",15 May 2025,5
euta ta sabbai pokkhera .. line bela 708 re 2 l ko ani euta testo ... kasto paisa  ko matra barbadi,25 Jan 2026,5
Good product..smells is nice..loves it,20 Nov 2025,5
"Does its said job. Smells nice, too. Consistency is thicker than that of similar products made by Surf Excel, Ariel and Henko for front-loading washers. Great value for money if the price isn’t raised unreasonably after what seems to be an introductory offer. Thanks for the complimentary item!",20 Feb 2025,5
Pahila yeuta magathe ramro lage thiyo Teti bela handwash free aako thiyo yaspali 3 ota magaunda yeuta pani aayana,11 Nov 2025,5
"Everything was packed securely and I was also surprised to receive a few free hand wash mix, lastly everything has a recent manufactured date.",15 May 2025,5
euta ta sabbai pokkhera .. line bela 708 re 2 l ko ani euta testo ... kasto paisa  ko matra barbadi,25 Jan 2026,5
euta ta sabbai pokkhera .. line bela 708 re 2 l ko ani euta testo ... kasto paisa  ko matra barbadi  ,25 Jan 2026,5
I m using for so many years..Very good for washing machine and handwash as well. Great fragrance and remove stains in easy wash ,16 Dec 2025,5
got it for rupees 177 only...Received a free handwash powder sachet too.....excellent product safely delivered..well packed ,13 Nov 2025,5
ramro xa whasing mechine ko lagi best xa akdam safha vayera aune ramro xa 👍👍👍👍👍 Malai akdam manparyo 👏 ,20 Feb 2025,5
"I used it for hand wash, it was very nice for person like me who's away from home and without hassle for buying extra containers to store detergent powders. ",22 Jan 2026,5
packaging is great like offer and the dilevery boy is also nice communicator haven't use but it smell nice and have thick quantity  ,20 Feb 2025,5
The product which costs Nrs 222 each when purchased 4Ltrs . Its viscosity is as thick as Ariel Liquid detergent. it smells nice but as frangrant as Ariel. The aroma of Ariel Liquid Detergent is outstanding though it is more expensive than Godrej FAB! ,09 Jul 2025,5
I  want to return the product but return refund wala process kina complete hudaina ...Kati garisake maile..plz help gardinus na return garna ,16 May 2025,5
"I haven’t checked quality yet but delivery was fast
I got handwash free along with it

Today I used this liquid detergent which showed its magic just in a minute. Even I don’t have to use much effort in squeezing. You just need to soak and wait for sometime and just shake all your clothes in bucket now washing is complete.

You don’t need washing machine and spend on electricity bills.

Loved it…. ",12 Jun 2025,5
"Saman Aipugyo tara yasto halat ma ,,ali Jatan gardim hai ,futyo bigryo wala jhanjhat lina sakidaina ni ",20 Jun 2025,5
Good Product and Delivery service is also at proper Time Fully Satisfied with Products and service  ,20 Feb 2025,5
The detergent is good quality. But  the free gift is missing. I did not found any gift with fab packages. Please keep your promises as you mentioned on ad. ,03 Dec 2025,5
it has a good smell really loved it. it worth as per price with free aer pocket even double fragrance as detergent adds fragrance in clothes and aer pocket in bathroom. overall I love it.  ,20 Feb 2025,5
Good packaging and good product. 4 ota order gareko tara pani free gift chai paena 😅. Only handwash. Ki tei nai gift ho 😂. ,06 Jul 2025,5
First time buying this product. After use I will review this again.Fastest delivery of product.Fully satisfied ,18 Nov 2025,5
packaging was superb...ani product ni ramro xa..gonna buy soon again.. thanks.timely deliver vayo ,20 Feb 2025,5
I am quite satisfied with the quality of this liquid detergent. Price wise also it's reasonable. ,12 Aug 2025,4
Very good product I’m happy but I’m excepting bathroom air freshener but anyway I get hand wash ,01 Jun 2025,5
All 👍🏻 good perfect 👌 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 ,16 Jun 2025,5
