review,review_date,review_star
Good product at this price range love it ,18 Oct 2025,5
I am very satisfied with this product. ,20 Oct 2025,5
sano xa size aaru tah thikaii hoi ,03 Dec 2025,5
I didnot got the free package  ,25 Jan 2026,5
Thick pad but small in size ,16 Oct 2025,4
it is very nice product . ,22 Nov 2025,5
of course my forever pad  ,07 Feb 2026,5
sasto ani ramro xa  ,3 weeks ago,4
worth the price☺️  ,2 weeks ago,5
Worth the  price  ,07 Oct 2025,5
Yo pad ramro xa  ,25 Sep 2025,5
it was so nice. ,29 Oct 2025,5
genuine product ,26 Jul 2025,5
nice love it ,28 Aug 2025,5
tikkai xa  ,31 Dec 2025,4
perfect  ,31 Jul 2025,5
Good ,14 Nov 2025,5
got this ,19 Dec 2025,5
Nice ,20 Jul 2025,5
good ,12 Nov 2025,5
good ,23 Jul 2025,5
good  ,30 Jul 2025,5
the size is really small but could be useful for last days of period when there is less bleeding  ,4 weeks ago,3
"It's quality is alright, it was my first time buying the pads from dazar and well it was okaish not too bad ",02 Dec 2025,5
i just received my order after use i will definitely review this order thank u daraj for fast delivery  ,18 Aug 2025,5
"Very happy with the seller! Products were fresh, well-packed, and exactly as shown. Delivered on time with no damage. Great service overall! ",04 Aug 2025,5
"i got it for Rs 47.
haven't used it yet, but thought it was cheaper than at stores. packaging was good. ",11 Dec 2025,4
Malai chai ramro lagena review hererw magako lagauni bitikai dallo pardo rahixa Xya ramro xaina   ,03 Sep 2025,5
is it very good yo saman chai malai dherai nai man paryo hai aakdam ramro xa hai quality 👌  ,09 Sep 2025,5
"according to price good but it's small in size,it is not like as it mentioned size is small ",12 Nov 2025,5
3 ota lida yeuta gift vanya thiyo Tara maile 9 ota saman lida pani yeuta gift aayena 😡🙄 ,19 Aug 2025,5
it's a bit shorter than my expectations. It's okay good enough to use. Thankyou seller  ,07 Jan 2026,5
ekdam nai ramro xa...... delivery pani within 2days ma nai vayo ani so satisfied k... ,09 Nov 2025,5
I got it on time but I didn’t use till the time . I will comment after it used .  ,26 Jul 2025,5
The quality is quite good...I got no complain..it's soft qnd comfortable...... ,04 Nov 2025,5
Great cause I got a free delivery in such less amount and pads are good too. ,07 Aug 2025,5
buy 4 get one free lekheko thiyo but haina raxa 4 piece matra aayo🙄🙄 ,13 Aug 2025,5
good quality.delivered on time.u order4 but didn't get ant free gift ,18 Sep 2025,4
"Not good not bad it’s like okey price anushar 
Thankyou Daraz  ",12 hours ago,5
size is extremely small so disappointed ☹️ with the product ,16 Jan 2026,5
Eakdamai sano x length...teti short pad kunai tha theana  ,12 Jan 2026,5
the packaging and the delivery time impressed me alot ,27 Oct 2025,5
use xai garya xaina Tara pic ma dekhaye jasti xa ,19 Sep 2025,5
dherai ramro thank you daraz well packaged ❣️🙏 ,14 Nov 2025,5
"So small , check size properly before buying  ",24 Jan 2026,4
wow very very very nice I love it soooo much ,20 Sep 2025,5
fast delivery and product also very good  ,03 Feb 2026,5
Better for using it on less flowing days ,20 Nov 2025,5
Ali sano size raixa overall thik xaa ,12 Nov 2025,5
Given its price I can say its good ! ,18 Oct 2025,4
it is very useful ❤️🙏 thanks daraz  ,24 Nov 2025,5
fastt delivered and good packaging  ,18 Sep 2025,5
It is good.come in good condition  ,01 Nov 2025,4
it's good and in reasonable price  ,06 Jun 2025,5
nice products better for low flow ,3 weeks ago,5
good packaging and good product  ,27 Aug 2025,5
ठिकै त होला नि प्रयोग गरेको छैन ,12 Dec 2025,1
ramro lagego lida hunxa sabaila ,28 Jul 2025,5
it's too good 😊 I love it 🤩 ,02 Feb 2026,5
Very satisfied with product  ,14 Sep 2025,5
thik xa use gareko xaina ,30 Dec 2025,5
price herarw thikxa😅 ,31 Oct 2025,5
the product is good  ,22 Nov 2025,5
good and affordable  ,17 Oct 2025,5
Length is very short ,17 Aug 2025,5
Yess got the parcel  ,22 Aug 2025,5
"akdam sano raex ,, ",15 Aug 2025,5
Nice product 👍👍 ,17 Nov 2025,5
it's not so good  ,06 Aug 2025,5
nice product 😊💞 ,23 Jul 2025,5
It’s too good 💜 ,2 weeks ago,5
So good quality ,02 Aug 2025,5
good product 👍 ,11 Nov 2025,5
Nice for women ,08 Dec 2025,5
worst quality  ,19 hours ago,5
ramro raixa💐 ,04 Nov 2025,5
comfortable  ,22 Jan 2026,5
it  is good ,13 Aug 2025,5
Ramro lagyo ,03 Sep 2025,5
not so good ,3 weeks ago,5
very good.  ,01 Dec 2025,4
सानो raixa  ,10 Oct 2025,5
"Buy again
 ",18 Aug 2025,5
delivered  ,29 Sep 2025,5
it's good  ,22 Jan 2026,5
good  ,30 Jan 2026,5
good ,25 Dec 2025,4
nice ,31 Jul 2025,5
Good  ,11 Aug 2025,5
best ,19 Aug 2025,5
Good ,09 Jul 2025,5
good  ,15 Nov 2025,5
Good ,15 Jan 2026,4
Good ,4 weeks ago,5
good  ,15 Nov 2025,5
good ,31 Jul 2025,5
"good
 ",22 Aug 2025,5
good  ,11 Aug 2025,5
mid ,07 Jan 2026,5
Nice 👍  ,16 Nov 2025,5
Nice ,03 Aug 2025,5
wow wow ,26 Sep 2025,5
Nice ,05 Nov 2025,5
Nice ,16 Nov 2025,5
Nice pad  ,18 Jul 2025,5
good  ,02 Aug 2025,5
Nice  ,26 Nov 2025,5
nicee❤️ ,13 Jul 2025,5
Good ,11 Jan 2026,4
good ,23 Jul 2025,5
❤️😍😍 ,25 Sep 2025,5
good ,17 Dec 2025,5
Like it ,02 Jul 2025,5
love it ,14 Jul 2025,5
good  ,04 Aug 2025,5
nice 👍 ,12 Aug 2025,5
good ,12 Oct 2025,5
Nice! ,24 Jul 2025,5
tk ,22 Jan 2026,5
good ,22 Dec 2025,5
Good ,4 weeks ago,5
nice ,21 Aug 2025,5
nice  ,26 Nov 2025,5
Nice ,4 weeks ago,5
Okay ,24 Jul 2025,5
ramro xa ,02 Sep 2025,5
Good 👍  ,06 Aug 2025,5
good ,13 Nov 2025,5
nyccc  ,22 Dec 2025,5
Nice ,17 Jul 2025,5
its ok. ,22 Dec 2025,4
not bad ,23 Jul 2025,4
good  ,17 Nov 2025,4
got it ,26 Jul 2025,5
good ,08 Nov 2025,5
nice ,02 Feb 2026,5
Size sano hudo raixa hunata packet mai lekheko thiyo 240 tara yetti sano hola expect gareyko thina so only 3 star tara pad chai ramroo thiyo ,07 Nov 2025,3
thought it was normal like long enough but the pad is shorter like could use it on day 3-day 4 for me maybe  ,04 Jan 2026,3
well packing with affordable price but still felt like smaller! So I personally don't refer to it! ,10 Aug 2025,3
Its soft and comfortable to use but its size is small and it doesn’t absorb well.. ,28 Dec 2025,3
I received my package it's good according to price  ,22 Dec 2025,3
,07 Jun 2025,5
,13 Nov 2025,5
useful as always and never disappointed. ,20 Dec 2025,3
good according to price  ,30 Sep 2025,3
price wise nice👌  ,10 Oct 2025,3
Good  ,3 weeks ago,3
"Okay it is cheap but quality is not good and also length is short, not good for heavy flow, ",14 Sep 2025,2
,08 Nov 2025,3
alli sano xa size yesko anyway ramro xa ,07 Jan 2026,2
Last sano xa weast money don’t buy  ,4 weeks ago,1
hygienic and worth it 👍🏼❤️ ,06 Dec 2025,1
it's good  ,14 Nov 2025,2
dont  ,12 Aug 2025,1
ok ,04 Oct 2025,2
good ,13 Aug 2025,2
Packing is nice and timely received. Product is same as in the picture so you can go for it,06 Sep 2025,5
eakdamai ramro xa book dekha ko jostai hard cover ma,17 Nov 2025,5
Book एकदमै राम्रो छ।  book को Quality अनि packaging राम्रो छ ।मलाई चाई मन पर्यो🙏🙏। Thank you Daraz team..,12 Oct 2025,5
Very good packaging and delivered on time. Thanks for your good service.,14 Dec 2025,5
Good product and packaging & delivery is good. Thank you daraz team.,06 Jul 2025,5
Packing is nice and timely received. Product is same as in the picture so you can go for it,06 Sep 2025,5
eakdamai ramro xa book dekha ko jostai hard cover ma,17 Nov 2025,5
Book एकदमै राम्रो छ।  book को Quality अनि packaging राम्रो छ ।मलाई चाई मन पर्यो🙏🙏। Thank you Daraz team..,12 Oct 2025,5
Very good packaging and delivered on time. Thanks for your good service.,14 Dec 2025,5
Good product and packaging & delivery is good. Thank you daraz team.,06 Jul 2025,5
Very good packaging and delivered on time. Thanks for your good service. ,14 Dec 2025,5
Good product and packaging & delivery is good. Thank you daraz team. ,06 Jul 2025,5
"The quality and packaging was really good.
I'm very satisfied. ",14 Oct 2025,5
"Yekdam Manparyooo ,
Very affordable, just receive at rs.450 ",07 Sep 2025,5
"this book quality very nice and
 packing is also good ",09 Dec 2025,5
Nice packaging ,04 Jun 2024,5
Thank you Daraz ,29 May 2024,5
the quality and packaging was really good. ,28 Sep 2025,5
Came in a Good condition i Love it🥰 ,15 Oct 2025,5
Thank you packaging was good  ,30 Nov 2025,5
good quality  ,02 Aug 2025,5
Love it  ,29 Jun 2025,5
nice ,06 Dec 2025,5
Best quality I am very satisfied Radhe Krishna  ,17 Sep 2025,3
Knowledge line ho vane ramro xa quality ma farak cahi hudaina ,04 Aug 2024,5
"love it 😻 
Quick delivery Thank you daraz🥰 ",29 Jul 2024,5
Very good quality. The book is as I expected. श्लोक are given in Nepali and explaination is very good. Delivery was also done timely. Thank you @ Benisha enterprises for your service.  ,4 weeks ago,5
"amazing packing...item was good  
everyone should order this book  ( bhagwat gita ).. ",12 Jul 2025,5
"Quality Is Excellent. Everyone Should Purchase From Here. Thank You

Radhe Radhe ",05 Dec 2025,4
"ekdam safe tarika ley aaya ko xa maan paryo .
thanku  ",30 Nov 2024,5
good packaging arrived in well condition👍🏽👍🏽 ,05 Sep 2025,5
The product was good as well the book is in  hard copy,10 Feb 2024,5
"Great Packing, Delivery on time Thanks ❤️ ",20 Sep 2025,5
soche ko vanda ramro quality xa best xa  ,21 Dec 2025,5
supercalifragilisticexpialidocious  ,2 weeks ago,5
good packaging and fast delivery. ,26 Apr 2025,5
I likeeeeittt ,19 Dec 2025,5
Nice  ,17 Sep 2025,5
Love it ,01 Sep 2025,5
,08 Jun 2024,5
Ramro xa hamro ma use garna lako  1 year jati bhayao,07 Mar 2025,5
"1 month after use, the product works fine. The buttons according to dish type is very useful to my mom. But there has been a dent in power button, guess there plastic protection in the buttons, so I have doubt with waterproofness around that button.
 #review_wrapup",01 Dec 2023,4
Good Product According to price and it's work is outstanding love this product thank you daraz💗💗🥰🥰,27 Nov 2023,5
I loved it works very good. Looks and features also nice. I highly recommend it for all.,11 Dec 2025,5
Nice product in reasonable price and thank you for the original product.,20 Aug 2025,5
Ramro xa hamro ma use garna lako  1 year jati bhayao,07 Mar 2025,5
"1 month after use, the product works fine. The buttons according to dish type is very useful to my mom. But there has been a dent in power button, guess there plastic protection in the buttons, so I have doubt with waterproofness around that button.
 #review_wrapup",01 Dec 2023,4
Good Product According to price and it's work is outstanding love this product thank you daraz💗💗🥰🥰,27 Nov 2023,5
I loved it works very good. Looks and features also nice. I highly recommend it for all.,11 Dec 2025,5
Nice product in reasonable price and thank you for the original product.,20 Aug 2025,5
"Product looks good, but the seller did not send an invoice along with it. ",20 Nov 2025,4
I found the product in good condition and money worth it ,19 Nov 2025,5
"just received today. price anusar saman ramroo xa.
 ",21 Nov 2025,5
Awesome and has been using since two weeks  ,12 Dec 2025,5
Good product work well thank you daraz...  ,20 Aug 2025,5
thanks for original product  ,30 Jun 2025,5
"good quality 💯

#reviewunfiltered",29 Oct 2023,5
दराजको सब भन्दा उत्कृष्ट आटम लाग्यो । मूल्य अनुसार निकै राम्रो छ ,17 May 2023,5
it's actually nice  ,22 Nov 2025,5
"fine.
grt. ",03 Dec 2025,5
It is Worth buying 😊😊,20 Oct 2023,5
Average xa 1 days use gareko bltra ko vanda heat huna time lagxa ,17 Sep 2025,3
"मैले लिएको cook top glass शुक्रबार साझ २६ तारिक ५-६ बजे भित्र सामान पाय तर मैले लिएको सामान चलेन लाइन आउछ तर काम गरेन भाडा पसलमा गय सोदेको अर्को भाडा चाहिन्छ भनो आज बिहान भाडा लिएर आए चलेन लिएर गए भाडा पसलमा भनो अर्को लिनु यो रितन गर यस्को सातोमा सेइम अर्को लेइदिनु होला अाजै पठाइ दिनु यो लिएर जानुभन्दा पछाडि पनि यस्तो भएको छ सामान अलि कति हेर्नु फोटो चलो भनि केही छैन भने तर चलेन पनि मलाइ आजै तुरुन्तै चाहियो यस्तो सामान नचल्ने प्याक गरेर पठाइ दिएको 
 अर्को 
 भन्नु भयो मलाइ तुरुन्तै अर्को लेइ दिनु",28 Jan 2024,1
"its good !
",17 May 2024,5
45 din jati vayo hola . ramro chalirako xa.,21 Mar 2024,4
product is good for the price 👌 ekdam manparyo tara delivery chai 5 din lagayo ,19 Dec 2023,5
"Immidiate review, okay.. Let's see the performance ",29 Jan 2024,4
"Decent product on affordable price sabai normal nai chalirako chh has been using since 2 weeks, ",27 Oct 2023,5
One week vako xaina use gareho overheat issue on wire. I want replacement .😡😡,03 Dec 2023,2
Received as in description... Thank you,29 Jan 2024,5
The product looked good in the beginning. However on the fifth day there was a blast. Thank god nothing serious happened.  ,15 Sep 2024,1
Mero daraz ko worst shopping experience. Hijo order aayo aja use Garda asto Cha. yo vendor ko ramro review dekhera ata bata liyeko Saman ramro chaina bhane kina sale garnu. ,20 Nov 2025,1
Just received today. ,29 May 2024,3
Order color and quality or deliver quality colour different ,16 May 2025,5
ok How kong it goes on time wil. say with 1 yr warranty  ,11 Dec 2025,5
It is nice product at all  let us see the quality  ,16 Nov 2025,5
good prouct but deleivery is a bit late  ,26 Nov 2025,5
Thikai xa tara narmal am se lai kam xain ,24 Dec 2025,5
good product works perfectly fine S tier ,1 week ago,5
it was a really nice products and yaaa it is genuine and really really happy with the product ,21 May 2024,5
nice product as expectation 👍👍 ,20 Nov 2025,5
nice 👍👍👍👍👍👍👍👍👍👍👍👍👍 ,26 Jan 2025,5
ramro xa price worth it ,01 Aug 2025,5
"best best fast , wow ",05 Feb 2026,5
it's good quality. ,4 weeks ago,5
very good and fine ,27 Jul 2025,5
"Worth buying it.
Uses magnetic pots.
Easy to handle. 
Go green, Good 😊",10 May 2024,4
good product  ,15 Aug 2025,5
this is good  ,03 Sep 2025,5
ramro lagyo ,18 Sep 2025,5
very good ,23 Nov 2025,5
nice ,16 Oct 2025,5
it's amazing  ,26 Aug 2024,5
"Very good product according to the price, perfectly working , making tea within one minute love this item",11 Jan 2024,5
"ramro lagyo, using since 2 months and its working as expected. ",23 Mar 2024,4
"first day use after purchase, induction ma ekxin chalepaxi E4 vanne error aauxa. kunai pani khana pakauna mileko xaina. everytime E4 paxi restart garnu parxa. need help from seller... rating can be revised if solved 
",08 Dec 2023,2
Good product in good price in good place by good delivery process in good time. ,19 Dec 2023,5
"after 1 month of using, it's working smoothly .Good quality product . 
",14 Dec 2023,5
काम गरेन on गरेको केहि बेर मा आफै बन्द हुन्छ,06 Feb 2024,1
Product ramro xa but mero ma tyo plus minus button le kaam garena ,22 Nov 2023,4
Just received this cooker.Very nice product with reasonable rate. Hope it will be durable.,19 Apr 2023,5
"Received physically good condition, how does it works let's see
",19 Nov 2023,4
Fast delivery nice packing thank you daraz team.,21 Dec 2023,5
हल्का आवाज आउँदो रहेछ अरु ठिक छ ,12 Dec 2023,5
"Such a good product for a reasonable price.
",20 Nov 2023,5
good comes with one year warranty. ,01 Dec 2023,4
"perfect for small family
",16 Dec 2023,5
Working fine so far worth the price ,16 Nov 2023,5
same as shown. ,03 Jan 2024,5
working good till now,09 Dec 2023,4
it was good. ,16 Oct 2024,3
So far so good.,24 Dec 2023,5
No invoice and user manuals ,23 Nov 2023,4
"good you can buy it
",20 Nov 2023,5
nice quality ,02 Dec 2023,5
ramro xa chulo,30 Nov 2023,5
Ramro layo,26 Nov 2023,4
thikai xa.,25 Nov 2023,4
"राम्रो लाग्यो।
",19 Nov 2023,4
i like the product,18 Nov 2023,5
works great. good for the price,24 Sep 2023,5
worth buying..,12 Nov 2023,5
"Saman ramro xa, User Manual pathiyena, Sound ali thulo xa. Aba kati chalxa herau!",19 Dec 2023,3
I can't reduce the countdown timer in the device. how do decrease the countdown timer?,03 Dec 2023,3
So late I'm disappointed and dissatisfied from their service ,06 Nov 2025,1
Product is good bt there were no manual or warranty cards,17 Nov 2023,3
SCAM. it's infrared not induction.  ,2 weeks ago,1
"low quality ,high power consumption ,takes long time to cook",01 Jun 2024,1
समान गतिलो चाही होइन ,18 Jun 2024,2
Doesn't support other utensils.,03 Apr 2024,1
The product that i hv got was damaged one,13 Dec 2023,2
"I was excited to try this mattress protector, and upon opening the package, it looked well-made and felt soft. It fit my mattress perfectly and provided great protection.
However, while fitting it onto the mattress for the first time, I noticed that one of the elastic stitching wear out while fitting mattress well this hasn’t affected its functionality yet as i sew it ....I would highly recommend reinforcing the stitching for better durability.
Overall, it’s a good product with great potential, and a little improvement in stitching quality would make it even better",25 Mar 2025,4
It's perfect for my bed 😍🫶🏻,08 Apr 2025,5
Product is really nice..its perfect and the material is really nice..jasto dekincha testai cha..dami dami…,14 Nov 2021,5
"This is a nice product, and I love it.
However, in my opinion, the fiber quality seems a bit lacking for its price range. I hoped it would be slightly thicker.",07 Jan 2025,5
"Width is shorter by over 2 inches. It’s not 5ft. Fabric is great though! And the overall quality is good too, except the dimensions. Would buy it again.",12 Jul 2021,5
"I was excited to try this mattress protector, and upon opening the package, it looked well-made and felt soft. It fit my mattress perfectly and provided great protection.
However, while fitting it onto the mattress for the first time, I noticed that one of the elastic stitching wear out while fitting mattress well this hasn’t affected its functionality yet as i sew it ....I would highly recommend reinforcing the stitching for better durability.
Overall, it’s a good product with great potential, and a little improvement in stitching quality would make it even better",25 Mar 2025,4
It's perfect for my bed 😍🫶🏻,08 Apr 2025,5
Product is really nice..its perfect and the material is really nice..jasto dekincha testai cha..dami dami…,14 Nov 2021,5
"This is a nice product, and I love it.
However, in my opinion, the fiber quality seems a bit lacking for its price range. I hoped it would be slightly thicker.",07 Jan 2025,5
"Width is shorter by over 2 inches. It’s not 5ft. Fabric is great though! And the overall quality is good too, except the dimensions. Would buy it again.",12 Jul 2021,5
King size vaneko fitting nai vayena Ali Kati side ma napugne raixa but quality ta ramrai xa  ,10 Mar 2025,5
Ekdumai useful product … if you are thinking of buying one then go for it .. won’t regret  ,09 Oct 2025,5
"There were a few black stains. Otherwise, the material is good. i liked it👌  ",16 Sep 2025,5
The material is good and fits perfectly to queen size mattress. Giving 4 star right now and will update accordingly. So value for money product. ,18 Jul 2021,4
fits queen size bed ..has water proof fabric below..,12 Nov 2022,5
Good quality but not the size mentioned as queen. ,05 Dec 2024,5
Nice product and thanks Daraz for your service❤️ ,19 Nov 2024,5
very nice 👍 products ii like it ☺️ ,22 Nov 2024,5
"May be it’s good for the winter, it’s feel so hot in summer so I didn’t use it  for now.",09 Jun 2024,4
Perfectly fitted on my bed ,04 Jul 2025,5
Better product  ,02 Dec 2024,5
Nice and best ,28 Nov 2025,4
Satisfied  ,13 Nov 2024,5
Nice ,05 Feb 2025,5
Quality is considerable however the measurement is not as per actually declared by the seller. 1/10 rating for the same.,22 Nov 2023,1
Bed ma ramro sanga set hudaina. mathi bata bed seat nalagauda sound aauchha. lagauda jahile pani bed seat move vayeko vai hunchha. ,07 Oct 2025,1
"Poor quality of this product 
Like a raincoat 
Bed ma basepachi sew sew bajeko bajai garne ani bedsheets sareko sarai ☹️☹️",13 Nov 2021,1
Size fits perfectly. Bit thick and hot for summer but would make good padding in winter along with protection.,17 May 2022,3
"It is cotton at one side and Micro polyester(material used for jackets/wind-cheaters) at another side. So, it is ideal for infants/kids. But it will make subtle crumbling sound which adults may not like.",05 Dec 2022,3
I ordered a queen 5*6.5ft and received a twin size protector. Dont expect to get what you order ,01 Aug 2022,2
I recommend this mattress protector...it's really nice and also fit perfectly to queen size bed,14 Feb 2021,5
"I got what I expected for ,so good quality   just place your order guys ",18 Apr 2022,5
I find the product and its quality as mentioned on the daraz website. ,18 Nov 2020,5
Ramro cha as majjale kaam dinxa I love it. Thanks for fast deliver.,01 Mar 2021,5
It is good and an excellent for bed don't have to put bedsheet.,18 Nov 2021,5
quality and finishing little bit down than one your before,27 Jun 2021,5
"its awful, slippery, the material underneath felt like a raincoat n its lil noisy too not worth buying coz i have two other covers bought from different seller which are of great quality the way it shud b for the same price range!",26 Jul 2021,2
Just satisfactory. Not at exact size as said.,23 Feb 2022,3
Mero 8 inch ko mattress ma ali ali sano vayo,26 Mar 2021,3
Perfect size (queen) daami chha,02 Feb 2022,5
perfectly fitted in my bed...,06 Aug 2021,5
Happy with the material ,12 Jun 2022,5
Nice and perfect ,25 Mar 2021,5
it is really nice,27 Aug 2021,5
It’s as expected ,06 Mar 2021,5
It's good👍,20 Sep 2022,5
